page_number,line_number,event_number,event_name,athlete_name,age,club_name,rank_position,seed_time_text,result_time_text,result_time_ms,status,raw_line
4,36,4,Men 35-39 50 LC Meter Butterfly,"Rincon, Luis",35,Orinoco Swim,1,"26,80","27,58",27580,valid,"1 Rincon, Luis 35 Orinoco Swim 26,80 27,58"
4,37,4,Men 35-39 50 LC Meter Butterfly,"Carrera, Angel",35,Nunoa Master,2,"30,66","30,89",30890,valid,"2 Carrera, Angel 35 Nunoa Master 30,66 30,89"
4,38,4,Men 35-39 50 LC Meter Butterfly,"Nava, Jose",35,Nunoa Master,3,"30,90","31,21",31210,valid,"3 Nava, Jose 35 Nunoa Master 30,90 31,21"
4,39,4,Men 35-39 50 LC Meter Butterfly,"Him, Carlos",36,Orinoco Swim,4,NT,"32,41",32410,valid,"4 Him, Carlos 36 Orinoco Swim NT 32,41"
4,40,4,Men 35-39 50 LC Meter Butterfly,"Celaya, Ariel",36,Aquaclub Maipu,5,"33,00","33,06",33060,valid,"5 Celaya, Ariel 36 Aquaclub Maipu 33,00 33,06"
4,41,4,Men 35-39 50 LC Meter Butterfly,"Rivera, Luis",37,Natacion Master Recoleta,6,"38,71","35,03",35030,valid,"6 Rivera, Luis 37 Natacion Master Recoleta 38,71 35,03"
4,42,4,Men 35-39 50 LC Meter Butterfly,"Le Cerf, Patricio",36,Orinoco Swim,7,"40,44","41,25",41250,valid,"7 Le Cerf, Patricio 36 Orinoco Swim 40,44 41,25"
4,43,4,Men 35-39 50 LC Meter Butterfly,"Guajardo, Juan Pablo",39,Penñalolen Master,8,"1:00,00","42,21",42210,valid,"8 Guajardo, Juan Pablo 39 Penñalolen Master 1:00,00 42,21"
4,44,4,Men 35-39 50 LC Meter Butterfly,"Sanchez, Marco",37,Master Providencia,9,"50,00","43,75",43750,valid,"9 Sanchez, Marco 37 Master Providencia 50,00 43,75"
4,45,4,Men 35-39 50 LC Meter Butterfly,"Barreto, Yuhneyber",39,Pedro Aguirre Cerda,10,"49,60","44,44",44440,valid,"10 Barreto, Yuhneyber 39 Pedro Aguirre Cerda 49,60 44,44"
4,46,4,Men 35-39 50 LC Meter Butterfly,"Gonzalez, Matias",35,Aquaclub Maipu,11,"43,51","47,01",47010,valid,"11 Gonzalez, Matias 35 Aquaclub Maipu 43,51 47,01"
4,47,4,Men 35-39 50 LC Meter Butterfly,"Curihuinca, Camilo",35,Natacion Master Recoleta,12,"55,00","49,23",49230,valid,"12 Curihuinca, Camilo 35 Natacion Master Recoleta 55,00 49,23"
4,49,4,Men 40-44 50 LC Meter Butterfly,"Bricenño, Carlos",41,100 por Ciento Swim,1,"34,00","31,43",31430,valid,"1 Bricenño, Carlos 41 100 por Ciento Swim 34,00 31,43"
4,50,4,Men 40-44 50 LC Meter Butterfly,"Olivares, Pedro",43,Golden,2,"32,00","31,81",31810,valid,"2 Olivares, Pedro 43 Golden 32,00 31,81"
4,51,4,Men 40-44 50 LC Meter Butterfly,"Garzon, Jean",41,Master Providencia,3,"32,00","32,72",32720,valid,"3 Garzon, Jean 41 Master Providencia 32,00 32,72"
4,52,4,Men 40-44 50 LC Meter Butterfly,"Gomez, Carlos",43,Nunoa Master,4,"35,11","32,86",32860,valid,"4 Gomez, Carlos 43 Nunoa Master 35,11 32,86"
4,53,4,Men 40-44 50 LC Meter Butterfly,"Peralta, Leonardo",43,Aquaclub Maipu,5,"32,88","33,21",33210,valid,"5 Peralta, Leonardo 43 Aquaclub Maipu 32,88 33,21"
5,5,4,Men 40-44 50 LC Meter Butterfly,"Gonzalez, German",42,Master Providencia,6,"33,50","34,42",34420,valid,"6 Gonzalez, German 42 Master Providencia 33,50 34,42"
5,6,4,Men 40-44 50 LC Meter Butterfly,"Osses, Daniel",41,Nunoa Master,7,"35,02","36,37",36370,valid,"7 Osses, Daniel 41 Nunoa Master 35,02 36,37"
5,7,4,Men 40-44 50 LC Meter Butterfly,"Serrano, Hector",44,100 por Ciento Swim,8,"45,00","41,94",41940,valid,"8 Serrano, Hector 44 100 por Ciento Swim 45,00 41,94"
5,9,4,Men 45-49 50 LC Meter Butterfly,"Garcia, Alexis",48,Penñalolen Master,1,"32,00","32,22",32220,valid,"1 Garcia, Alexis 48 Penñalolen Master 32,00 32,22"
5,10,4,Men 45-49 50 LC Meter Butterfly,"Cerrada, Yorggyn",47,Natacion Master Recoleta,2,"35,00","36,05",36050,valid,"2 Cerrada, Yorggyn 47 Natacion Master Recoleta 35,00 36,05"
5,11,4,Men 45-49 50 LC Meter Butterfly,"Winter, Juan Enrique",46,Club Deportivo UC,3,"40,00","39,08",39080,valid,"3 Winter, Juan Enrique 46 Club Deportivo UC 40,00 39,08"
5,12,4,Men 45-49 50 LC Meter Butterfly,"Camargo, Pablo Sergio",46,Aquaclub Maipu,4,"38,17","39,92",39920,valid,"4 Camargo, Pablo Sergio 46 Aquaclub Maipu 38,17 39,92"
5,13,4,Men 45-49 50 LC Meter Butterfly,"Hidalgo, Victor Andreés",49,Penñalolen Master,5,"45,00","42,98",42980,valid,"5 Hidalgo, Victor Andreés 49 Penñalolen Master 45,00 42,98"
5,14,4,Men 45-49 50 LC Meter Butterfly,"Rojas, Freddy",47,100 por Ciento Swim,6,NT,"46,43",46430,valid,"6 Rojas, Freddy 47 100 por Ciento Swim NT 46,43"
5,15,4,Men 45-49 50 LC Meter Butterfly,"Maureira, Luis",47,Pedro Aguirre Cerda,7,"53,20","51,03",51030,valid,"7 Maureira, Luis 47 Pedro Aguirre Cerda 53,20 51,03"
5,17,4,Men 50-54 50 LC Meter Butterfly,"Lucena, Larry",51,Nunoa Master,1,"35,03","33,20",33200,valid,"1 Lucena, Larry 51 Nunoa Master 35,03 33,20"
5,18,4,Men 50-54 50 LC Meter Butterfly,"Gutierrez Oliveros, Luis",52,Club Deportivo UC,2,"34,30","34,35",34350,valid,"2 Gutierrez Oliveros, Luis 52 Club Deportivo UC 34,30 34,35"
5,19,4,Men 50-54 50 LC Meter Butterfly,"Catalan, Marcelo",52,Master Providencia,3,"35,50","36,55",36550,valid,"3 Catalan, Marcelo 52 Master Providencia 35,50 36,55"
5,20,4,Men 50-54 50 LC Meter Butterfly,"Matulic L, Wladimir",53,Club Deportivo UC,4,"36,00","36,86",36860,valid,"4 Matulic L, Wladimir 53 Club Deportivo UC 36,00 36,86"
5,21,4,Men 50-54 50 LC Meter Butterfly,"Siqueira, Pablo",53,Penñalolen Master,5,"50,00","46,89",46890,valid,"5 Siqueira, Pablo 53 Penñalolen Master 50,00 46,89"
5,22,4,Men 50-54 50 LC Meter Butterfly,"Romo, Fabri",52,Azul Natacion Mendoza,6,"56,07","57,07",57070,valid,"6 Romo, Fabri 52 Azul Natacion Mendoza 56,07 57,07"
5,23,4,Men 50-54 50 LC Meter Butterfly,"Medina, Carlos",53,Master Providencia,7,"1:35,00","1:26,34",86340,valid,"7 Medina, Carlos 53 Master Providencia 1:35,00 1:26,34"
5,25,4,Men 55-59 50 LC Meter Butterfly,"Briones, Eduardo",57,Master Providencia,1,"32,00","32,41",32410,valid,"1 Briones, Eduardo 57 Master Providencia 32,00 32,41"
5,26,4,Men 55-59 50 LC Meter Butterfly,"Silva, Raul",56,Penñalolen Master,2,"40,09","39,49",39490,valid,"2 Silva, Raul 56 Penñalolen Master 40,09 39,49"
5,27,4,Men 55-59 50 LC Meter Butterfly,"Biason, Marcelo",56,Golden,3,"45,00","40,31",40310,valid,"3 Biason, Marcelo 56 Golden 45,00 40,31"
5,28,4,Men 55-59 50 LC Meter Butterfly,"Ubilla, Juan Carlos",56,Penñalolen Master,4,"48,00","46,24",46240,valid,"4 Ubilla, Juan Carlos 56 Penñalolen Master 48,00 46,24"
5,29,4,Men 55-59 50 LC Meter Butterfly,"Pacheco C, Mario Alejandro",59,Club Deportivo UC,5,"50,00","50,60",50600,valid,"5 Pacheco C, Mario Alejandro 59 Club Deportivo UC 50,00 50,60"
5,30,4,Men 55-59 50 LC Meter Butterfly,"Panetti, Mario",59,Golden,6,"54,00","51,09",51090,valid,"6 Panetti, Mario 59 Golden 54,00 51,09"
5,31,4,Men 55-59 50 LC Meter Butterfly,"Gonzaélez, Rodrigo",58,Penñalolen Master,7,"58,00","51,92",51920,valid,"7 Gonzaélez, Rodrigo 58 Penñalolen Master 58,00 51,92"
5,32,4,Men 55-59 50 LC Meter Butterfly,"Velazquez, Orlando",56,Aquaclub Maipu,8,"1:12,78","1:25,99",85990,valid,"8 Velazquez, Orlando 56 Aquaclub Maipu 1:12,78 1:25,99"
5,33,4,Men 55-59 50 LC Meter Butterfly,"Figueroa, Miguel",59,Azul Natacion Mendoza,,"1:01,25",DQ,,dsq,"--- Figueroa, Miguel 59 Azul Natacion Mendoza 1:01,25 DQ"
5,35,4,Men 60-64 50 LC Meter Butterfly,"Fuenzalida, Roberto",64,Penñalolen Master,1,"37,00","41,09",41090,valid,"1 Fuenzalida, Roberto 64 Penñalolen Master 37,00 41,09"
5,36,4,Men 60-64 50 LC Meter Butterfly,"Jimenez, Andres",61,Natacion Master Buin,2,"44,00","42,48",42480,valid,"2 Jimenez, Andres 61 Natacion Master Buin 44,00 42,48"
5,38,4,Men 65-69 50 LC Meter Butterfly,"Lucero, Carlos A",66,Area Club San Luis,1,"38,30","44,27",44270,valid,"1 Lucero, Carlos A 66 Area Club San Luis 38,30 44,27"
5,39,4,Men 65-69 50 LC Meter Butterfly,"Cabello Tilleria, Jorge",68,Penñalolen Master,2,"50,00","46,00",46000,valid,"2 Cabello Tilleria, Jorge 68 Penñalolen Master 50,00 46,00"
5,40,4,Men 65-69 50 LC Meter Butterfly,"Cabello, Andres T",69,Iron Swim Master,3,"46,00","46,92",46920,valid,"3 Cabello, Andres T 69 Iron Swim Master 46,00 46,92"
5,41,4,Men 65-69 50 LC Meter Butterfly,"Toledo, Fredi",67,Natacion Master Recoleta,4,"49,55","48,89",48890,valid,"4 Toledo, Fredi 67 Natacion Master Recoleta 49,55 48,89"
5,43,4,Men 70-74 50 LC Meter Butterfly,"Donoso, Juan",71,Master San Bernardo,1,"50,00","48,69",48690,valid,"1 Donoso, Juan 71 Master San Bernardo 50,00 48,69"
5,44,4,Men 70-74 50 LC Meter Butterfly,"Alvarez, Ricardo",73,Nunoa Master,2,"2:29,94","1:48,96",108960,valid,"2 Alvarez, Ricardo 73 Nunoa Master 2:29,94 1:48,96"
5,46,4,Men 75-79 50 LC Meter Butterfly,"Guerra B, Manfredo",75,Calambre Swim Team,1,"44,00","44,26",44260,valid,"1 Guerra B, Manfredo 75 Calambre Swim Team 44,00 44,26"
5,48,5,Women 25-29 100 LC Meter Backstroke,"Dave, Gisela",28,Aquaclub Maipu,1,"1:30,20","1:27,94",87940,valid,"1 Dave, Gisela 28 Aquaclub Maipu 1:30,20 1:27,94"
5,49,5,Women 25-29 100 LC Meter Backstroke,"Nunñez, Manuela",29,Master Providencia,2,"1:30,00","1:29,95",89950,valid,"2 Nunñez, Manuela 29 Master Providencia 1:30,00 1:29,95"
5,50,5,Women 25-29 100 LC Meter Backstroke,"Jimenez, Javiera",28,Calambre Swim Team,3,"1:57,00","1:50,42",110420,valid,"3 Jimenez, Javiera 28 Calambre Swim Team 1:57,00 1:50,42"
5,51,5,Women 25-29 100 LC Meter Backstroke,"Aguilera, Ayelen",27,Azul Natacion Mendoza,4,"1:59,34","2:02,98",122980,valid,"4 Aguilera, Ayelen 27 Azul Natacion Mendoza 1:59,34 2:02,98"
6,5,5,Women 30-34 100 LC Meter Backstroke,"Zamora Tapia, Barbara",30,Master Vitacura Swim,1,"1:30,00","1:32,97",92970,valid,"1 Zamora Tapia, Barbara 30 Master Vitacura Swim 1:30,00 1:32,97"
6,6,5,Women 30-34 100 LC Meter Backstroke,"Ramirez, Carolina Isabel",33,Club Deportivo UC,2,"2:00,00","1:45,01",105010,valid,"2 Ramirez, Carolina Isabel 33 Club Deportivo UC 2:00,00 1:45,01"
6,8,5,Women 35-39 100 LC Meter Backstroke,"Godoy, Ana",37,Nunoa Master,1,"1:34,50","1:37,26",97260,valid,"1 Godoy, Ana 37 Nunoa Master 1:34,50 1:37,26"
6,10,5,Women 40-44 100 LC Meter Backstroke,"Rodriguez, Diana",41,Nunoa Master,1,"1:30,00","1:26,08",86080,valid,"1 Rodriguez, Diana 41 Nunoa Master 1:30,00 1:26,08"
6,11,5,Women 40-44 100 LC Meter Backstroke,"Penña, Daniela",40,Orinoco Swim,2,"1:30,07","1:45,48",105480,valid,"2 Penña, Daniela 40 Orinoco Swim 1:30,07 1:45,48"
6,12,5,Women 40-44 100 LC Meter Backstroke,"Aparicio, Adriana",40,Nunoa Master,3,"1:45,00","1:46,67",106670,valid,"3 Aparicio, Adriana 40 Nunoa Master 1:45,00 1:46,67"
6,13,5,Women 40-44 100 LC Meter Backstroke,"Velasquez, Lenismar",44,Natacion Master Recoleta,4,"1:48,02","1:52,79",112790,valid,"4 Velasquez, Lenismar 44 Natacion Master Recoleta 1:48,02 1:52,79"
6,15,5,Women 45-49 100 LC Meter Backstroke,"Guadalupe, Paula",48,Master Providencia,1,"1:38,00","1:34,96",94960,valid,"1 Guadalupe, Paula 48 Master Providencia 1:38,00 1:34,96"
6,16,5,Women 45-49 100 LC Meter Backstroke,"Vasquez, Carola",49,Natacion Master Recoleta,2,"1:42,99","1:44,94",104940,valid,"2 Vasquez, Carola 49 Natacion Master Recoleta 1:42,99 1:44,94"
6,17,5,Women 45-49 100 LC Meter Backstroke,"Aguilar, Glaisa",48,Nunoa Master,3,"1:56,10","1:51,07",111070,valid,"3 Aguilar, Glaisa 48 Nunoa Master 1:56,10 1:51,07"
6,18,5,Women 45-49 100 LC Meter Backstroke,"Cooper, Karen",46,Master Providencia,4,"2:15,00","1:54,75",114750,valid,"4 Cooper, Karen 46 Master Providencia 2:15,00 1:54,75"
6,20,5,Women 50-54 100 LC Meter Backstroke,"Jara, Carolina",52,Natacion Master Buin,1,"1:50,00","1:51,83",111830,valid,"1 Jara, Carolina 52 Natacion Master Buin 1:50,00 1:51,83"
6,21,5,Women 50-54 100 LC Meter Backstroke,"Vera, Claudia",52,Natacion Master Recoleta,2,"2:18,02","2:16,65",136650,valid,"2 Vera, Claudia 52 Natacion Master Recoleta 2:18,02 2:16,65"
6,22,5,Women 50-54 100 LC Meter Backstroke,"Sepulveda, Francesca",51,Calambre Swim Team,3,"2:32,00","2:23,05",143050,valid,"3 Sepulveda, Francesca 51 Calambre Swim Team 2:32,00 2:23,05"
6,23,5,Women 50-54 100 LC Meter Backstroke,"Cabeza, Marisel",52,Nunoa Master,4,"2:25,00","2:26,30",146300,valid,"4 Cabeza, Marisel 52 Nunoa Master 2:25,00 2:26,30"
6,24,5,Women 50-54 100 LC Meter Backstroke,"Ojeda, Veroénica",51,Penñalolen Master,5,"2:18,00","2:32,30",152300,valid,"5 Ojeda, Veroénica 51 Penñalolen Master 2:18,00 2:32,30"
6,25,5,Women 50-54 100 LC Meter Backstroke,"Gonzalez, Elena",52,Nunoa Master,,"2:18,10",DQ,,dsq,"--- Gonzalez, Elena 52 Nunoa Master 2:18,10 DQ"
6,27,5,Women 55-59 100 LC Meter Backstroke,"Dable, Marie Claire",57,Master Providencia,1,"2:00,00","1:52,22",112220,valid,"1 Dable, Marie Claire 57 Master Providencia 2:00,00 1:52,22"
6,28,5,Women 55-59 100 LC Meter Backstroke,"Tapia, Marcela",58,Africa Natacion,,"2:10,00",DQ,,dsq,"--- Tapia, Marcela 58 Africa Natacion 2:10,00 DQ"
6,30,5,Women 60-64 100 LC Meter Backstroke,"Loayza, Alejandra",61,Master Providencia,1,"1:50,00","1:53,54",113540,valid,"1 Loayza, Alejandra 61 Master Providencia 1:50,00 1:53,54"
6,31,5,Women 60-64 100 LC Meter Backstroke,"Acencio, Claudia",63,Master Providencia,2,"1:55,00","2:03,16",123160,valid,"2 Acencio, Claudia 63 Master Providencia 1:55,00 2:03,16"
6,32,5,Women 60-64 100 LC Meter Backstroke,"Quinones, Ema",61,Club Deportivo UC,3,"2:15,00","2:21,41",141410,valid,"3 Quinones, Ema 61 Club Deportivo UC 2:15,00 2:21,41"
6,33,5,Women 60-64 100 LC Meter Backstroke,"Reyes, Irene",62,Pedro Aguirre Cerda,4,"2:21,10","2:23,51",143510,valid,"4 Reyes, Irene 62 Pedro Aguirre Cerda 2:21,10 2:23,51"
6,34,5,Women 60-64 100 LC Meter Backstroke,"Acunña, Patricia",60,Master Providencia,5,"2:30,00","2:34,36",154360,valid,"5 Acunña, Patricia 60 Master Providencia 2:30,00 2:34,36"
6,35,5,Women 60-64 100 LC Meter Backstroke,"Valdivia, Adriana",63,Penñalolen Master,6,"3:50,00","2:44,80",164800,valid,"6 Valdivia, Adriana 63 Penñalolen Master 3:50,00 2:44,80"
6,36,5,Women 60-64 100 LC Meter Backstroke,"Canñete, Soledad",63,Natacion Master Recoleta,7,"3:06,00","2:48,73",168730,valid,"7 Canñete, Soledad 63 Natacion Master Recoleta 3:06,00 2:48,73"
6,37,5,Women 60-64 100 LC Meter Backstroke,"Moncada, Marisol",61,Natacion Master Recoleta,8,"3:05,94","3:12,75",192750,valid,"8 Moncada, Marisol 61 Natacion Master Recoleta 3:05,94 3:12,75"
6,39,5,Women 65-69 100 LC Meter Backstroke,"Alarcon, Silvia",68,Natacion Master Recoleta,,"2:30,04",DQ,,dsq,"--- Alarcon, Silvia 68 Natacion Master Recoleta 2:30,04 DQ"
6,41,5,Women 70-74 100 LC Meter Backstroke,"Munñoz, Maria",70,Nunoa Master,1,"2:41,32","2:37,58",157580,valid,"1 Munñoz, Maria 70 Nunoa Master 2:41,32 2:37,58"
6,42,5,Women 70-74 100 LC Meter Backstroke,"Toro, Soledad",72,Master Providencia,2,"3:15,00","3:06,87",186870,valid,"2 Toro, Soledad 72 Master Providencia 3:15,00 3:06,87"
6,43,5,Women 70-74 100 LC Meter Backstroke,"Robles, Graciela",73,Nunoa Master,3,"3:00,47","3:20,47",200470,valid,"3 Robles, Graciela 73 Nunoa Master 3:00,47 3:20,47"
6,45,5,Women 75-79 100 LC Meter Backstroke,"Nunñez, Elizabeth",77,Master Providencia,1,"2:40,00","2:36,50",156500,valid,"1 Nunñez, Elizabeth 77 Master Providencia 2:40,00 2:36,50"
6,47,5,Women 85-89 100 LC Meter Backstroke,"Escudero, Oriele",85,Nunoa Master,1,"2:44,66","2:48,84",168840,valid,"1 Escudero, Oriele 85 Nunoa Master 2:44,66 2:48,84"
6,49,6,Men 19 & Under 100 LC Meter Backstroke,"Reis Aguayo, Nelson",19,Penñalolen Master,1,"1:09,00","1:08,66",68660,valid,"1 Reis Aguayo, Nelson 19 Penñalolen Master 1:09,00 1:08,66"
7,5,6,Men 20-24 100 LC Meter Backstroke,"Rivas, Leo",24,Azul Natacion Mendoza,1,"1:19,54","1:24,96",84960,valid,"1 Rivas, Leo 24 Azul Natacion Mendoza 1:19,54 1:24,96"
7,6,6,Men 20-24 100 LC Meter Backstroke,"Zapata Esquivel, Tomas Benja",24,Aquaclub Maipu,2,"11:27,15","1:30,37",90370,valid,"2 Zapata Esquivel, Tomas Benja 24 Aquaclub Maipu 11:27,15 1:30,37"
7,8,6,Men 25-29 100 LC Meter Backstroke,"Silva, Benjamin",25,Natacion Master Recoleta,1,"1:21,57","1:19,09",79090,valid,"1 Silva, Benjamin 25 Natacion Master Recoleta 1:21,57 1:19,09"
7,9,6,Men 25-29 100 LC Meter Backstroke,"Caro, Cristobal",26,Pedro Aguirre Cerda,2,"1:17,10","1:20,55",80550,valid,"2 Caro, Cristobal 26 Pedro Aguirre Cerda 1:17,10 1:20,55"
7,10,6,Men 25-29 100 LC Meter Backstroke,"Saavedra, Lucas",25,Penñalolen Master,3,"1:30,00","1:33,85",93850,valid,"3 Saavedra, Lucas 25 Penñalolen Master 1:30,00 1:33,85"
7,11,6,Men 25-29 100 LC Meter Backstroke,"Avila, Franco",26,Penñalolen Master,4,"2:00,00","1:34,03",94030,valid,"4 Avila, Franco 26 Penñalolen Master 2:00,00 1:34,03"
7,12,6,Men 25-29 100 LC Meter Backstroke,"Ros, Matias",29,Aquaclub Maipu,5,"1:50,00","1:55,19",115190,valid,"5 Ros, Matias 29 Aquaclub Maipu 1:50,00 1:55,19"
7,14,6,Men 30-34 100 LC Meter Backstroke,"Lagos, Rodrigo",30,Natacion Master Recoleta,1,"1:06,99","1:09,73",69730,valid,"1 Lagos, Rodrigo 30 Natacion Master Recoleta 1:06,99 1:09,73"
7,15,6,Men 30-34 100 LC Meter Backstroke,"Nava, Juan",30,Nunoa Master,2,"1:17,24","1:19,51",79510,valid,"2 Nava, Juan 30 Nunoa Master 1:17,24 1:19,51"
7,16,6,Men 30-34 100 LC Meter Backstroke,"Parra, Nicolas",30,Pedro Aguirre Cerda,3,"1:25,10","1:23,02",83020,valid,"3 Parra, Nicolas 30 Pedro Aguirre Cerda 1:25,10 1:23,02"
7,17,6,Men 30-34 100 LC Meter Backstroke,"Cantoro, Sergio",33,Aquaclub Maipu,4,"1:30,48","1:30,09",90090,valid,"4 Cantoro, Sergio 33 Aquaclub Maipu 1:30,48 1:30,09"
7,18,6,Men 30-34 100 LC Meter Backstroke,"Pacheco Juri, Jose Tomas",30,Club Deportivo UC,5,"1:30,00","1:33,35",93350,valid,"5 Pacheco Juri, Jose Tomas 30 Club Deportivo UC 1:30,00 1:33,35"
7,19,6,Men 30-34 100 LC Meter Backstroke,"Ventura, Maxi",32,Azul Natacion Mendoza,6,"1:30,00","1:35,69",95690,valid,"6 Ventura, Maxi 32 Azul Natacion Mendoza 1:30,00 1:35,69"
7,20,6,Men 30-34 100 LC Meter Backstroke,"Magnenat, Javier",34,Agua Plena San Rafael,7,"1:30,00","1:39,11",99110,valid,"7 Magnenat, Javier 34 Agua Plena San Rafael 1:30,00 1:39,11"
7,21,6,Men 30-34 100 LC Meter Backstroke,"Barrera, Barrera",32,Azul Natacion Mendoza,8,"1:45,00","1:49,89",109890,valid,"8 Barrera, Barrera 32 Azul Natacion Mendoza 1:45,00 1:49,89"
7,23,6,Men 35-39 100 LC Meter Backstroke,"Nava, Jose",35,Nunoa Master,1,"1:18,78","1:19,30",79300,valid,"1 Nava, Jose 35 Nunoa Master 1:18,78 1:19,30"
7,24,6,Men 35-39 100 LC Meter Backstroke,"Celaya, Ariel",36,Aquaclub Maipu,2,"1:15,00","1:19,76",79760,valid,"2 Celaya, Ariel 36 Aquaclub Maipu 1:15,00 1:19,76"
7,25,6,Men 35-39 100 LC Meter Backstroke,"Aguilera, Juan Carlos",37,Master Providencia,3,"1:48,00","1:50,52",110520,valid,"3 Aguilera, Juan Carlos 37 Master Providencia 1:48,00 1:50,52"
7,27,6,Men 40-44 100 LC Meter Backstroke,"Bricenño, Carlos",41,100 por Ciento Swim,1,"1:20,00","1:19,96",79960,valid,"1 Bricenño, Carlos 41 100 por Ciento Swim 1:20,00 1:19,96"
7,28,6,Men 40-44 100 LC Meter Backstroke,"Peralta, Leonardo",43,Aquaclub Maipu,2,"1:21,91","1:24,32",84320,valid,"2 Peralta, Leonardo 43 Aquaclub Maipu 1:21,91 1:24,32"
7,29,6,Men 40-44 100 LC Meter Backstroke,"Torres, Renzo",42,Natacion Master Recoleta,3,"1:34,00","1:27,79",87790,valid,"3 Torres, Renzo 42 Natacion Master Recoleta 1:34,00 1:27,79"
7,30,6,Men 40-44 100 LC Meter Backstroke,"Serrano, Hector",44,100 por Ciento Swim,4,"1:44,00","1:32,61",92610,valid,"4 Serrano, Hector 44 100 por Ciento Swim 1:44,00 1:32,61"
7,31,6,Men 40-44 100 LC Meter Backstroke,"Arce, Javier",40,Calambre Swim Team,5,"1:40,00","1:37,29",97290,valid,"5 Arce, Javier 40 Calambre Swim Team 1:40,00 1:37,29"
7,33,6,Men 45-49 100 LC Meter Backstroke,"Cabello, Daniel",45,Natacion Master Recoleta,1,"1:40,87","1:40,93",100930,valid,"1 Cabello, Daniel 45 Natacion Master Recoleta 1:40,87 1:40,93"
7,34,6,Men 45-49 100 LC Meter Backstroke,"Vidal, Rodrigo",48,Penñalolen Master,2,"1:50,00","1:41,23",101230,valid,"2 Vidal, Rodrigo 48 Penñalolen Master 1:50,00 1:41,23"
7,35,6,Men 45-49 100 LC Meter Backstroke,"Camargo, Pablo Sergio",46,Aquaclub Maipu,3,"1:36,63","1:46,64",106640,valid,"3 Camargo, Pablo Sergio 46 Aquaclub Maipu 1:36,63 1:46,64"
7,37,6,Men 50-54 100 LC Meter Backstroke,"Lucena, Larry",51,Nunoa Master,1,"1:29,30","1:29,76",89760,valid,"1 Lucena, Larry 51 Nunoa Master 1:29,30 1:29,76"
7,38,6,Men 50-54 100 LC Meter Backstroke,"Sevil, Angel",54,Penñalolen Master,2,"1:30,00","1:33,31",93310,valid,"2 Sevil, Angel 54 Penñalolen Master 1:30,00 1:33,31"
7,39,6,Men 50-54 100 LC Meter Backstroke,"Catalan, Marcelo",52,Master Providencia,3,"1:30,00","1:35,66",95660,valid,"3 Catalan, Marcelo 52 Master Providencia 1:30,00 1:35,66"
7,40,6,Men 50-54 100 LC Meter Backstroke,"Medina, Carlos",53,Master Providencia,4,"3:30,00","2:53,59",173590,valid,"4 Medina, Carlos 53 Master Providencia 3:30,00 2:53,59"
7,42,6,Men 55-59 100 LC Meter Backstroke,"Smith, Carlos",58,Master Providencia,1,"1:45,00","1:46,63",106630,valid,"1 Smith, Carlos 58 Master Providencia 1:45,00 1:46,63"
7,43,6,Men 55-59 100 LC Meter Backstroke,"Figueroa, Miguel",59,Azul Natacion Mendoza,2,"1:44,98","2:04,14",124140,valid,"2 Figueroa, Miguel 59 Azul Natacion Mendoza 1:44,98 2:04,14"
7,44,6,Men 55-59 100 LC Meter Backstroke,"Montes, Eduardo",56,Master Providencia,3,"1:55,00","2:12,96",132960,valid,"3 Montes, Eduardo 56 Master Providencia 1:55,00 2:12,96"
7,45,6,Men 55-59 100 LC Meter Backstroke,"Velazquez, Orlando",56,Aquaclub Maipu,4,"2:56,08","3:05,16",185160,valid,"4 Velazquez, Orlando 56 Aquaclub Maipu 2:56,08 3:05,16"
7,47,6,Men 60-64 100 LC Meter Backstroke,"Jimenez, Andres",61,Natacion Master Buin,1,"1:40,00","1:44,29",104290,valid,"1 Jimenez, Andres 61 Natacion Master Buin 1:40,00 1:44,29"
7,48,6,Men 60-64 100 LC Meter Backstroke,"Aguirre, Jose Ignacio",64,Penñalolen Master,2,"1:55,00","2:11,68",131680,valid,"2 Aguirre, Jose Ignacio 64 Penñalolen Master 1:55,00 2:11,68"
7,49,6,Men 60-64 100 LC Meter Backstroke,"Vargas, Jose Luis",60,Golden,3,"3:00,00","2:15,63",135630,valid,"3 Vargas, Jose Luis 60 Golden 3:00,00 2:15,63"
7,51,6,Men 65-69 100 LC Meter Backstroke,"Lucero, Carlos A",66,Area Club San Luis,1,"1:49,09","2:05,81",125810,valid,"1 Lucero, Carlos A 66 Area Club San Luis 1:49,09 2:05,81"
8,5,6,Men 65-69 100 LC Meter Backstroke,"Rasse, Patricio",67,Master Providencia,2,"2:20,00","2:11,46",131460,valid,"2 Rasse, Patricio 67 Master Providencia 2:20,00 2:11,46"
8,6,6,Men 65-69 100 LC Meter Backstroke,"Vega, Patricio",69,Natacion Master Buin,3,"2:35,00","2:14,55",134550,valid,"3 Vega, Patricio 69 Natacion Master Buin 2:35,00 2:14,55"
8,7,6,Men 65-69 100 LC Meter Backstroke,"Catalan, Sergio",65,Nunoa Master,4,"2:20,31","2:22,33",142330,valid,"4 Catalan, Sergio 65 Nunoa Master 2:20,31 2:22,33"
8,8,6,Men 65-69 100 LC Meter Backstroke,"Moreno, Luis",68,Nunoa Master,5,"2:50,00","2:31,67",151670,valid,"5 Moreno, Luis 68 Nunoa Master 2:50,00 2:31,67"
